productType,variantId,sku,prices,tax,categories,images,name.en,description.en,slug.en,metaTitle.en,metaDescription.en,metaKeywords.en,name.de,description.de,slug.de,metaTitle.de,metaDescription.de,metaKeywords.de,name.it,description.it,slug.it,metaTitle.it,metaDescription.it,metaKeywords.it,creationDate,articleNumberManufacturer,articleNumberMax,matrixId,baseId,designer,madeInItaly,completeTheLook,commonSize,size,color,colorFreeDefinition.en,details.en,colorFreeDefinition.de,details.de,colorFreeDefinition.it,details.it,style,gender,season,isOnStock,isLook,lookProducts,seasonNew
main,1,200000023,USD 5490,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/-271911703_Carrots_Bunched.jpg","Organic Carrots, Bunched","Being one of the most widely used and enjoyed produce items in the world, organic carrots are loaded with beta-carotene, Vitamin C, and Vitamin A. Your heart has already cracked a smile. Here at Spud.ca, we take pride in serving you with the organic, sustainable produce that you deserve. And that’s why our produce team ensures that you receive your organic carrots as though they came straight from the farm: fresh and delicious. Have a look at our delivery page for more information on organic produce delivery times and routes on Vancouver Island.",organic-carrots-bunched-200000023,,,,"Organic Carrots, Bunched","Being one of the most widely used and enjoyed produce items in the world, organic carrots are loaded with beta-carotene, Vitamin C, and Vitamin A. Your heart has already cracked a smile. Here at Spud.ca, we take pride in serving you with the organic, sustainable produce that you deserve. And that’s why our produce team ensures that you receive your organic carrots as though they came straight from the farm: fresh and delicious. Have a look at our delivery page for more information on organic produce delivery times and routes on Vancouver Island.",organic-carrots-bunched-200000023,,,,"Organic Carrots, Bunched","Being one of the most widely used and enjoyed produce items in the world, organic carrots are loaded with beta-carotene, Vitamin C, and Vitamin A. Your heart has already cracked a smile. Here at Spud.ca, we take pride in serving you with the organic, sustainable produce that you deserve. And that’s why our produce team ensures that you receive your organic carrots as though they came straight from the farm: fresh and delicious. Have a look at our delivery page for more information on organic produce delivery times and routes on Vancouver Island.",organic-carrots-bunched-200000023,,,,,,,,23,,,,,,,,,,,Black,multi,,multi,,,,,
main,1,200000024,USD 6990,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/-100911802_Cauliflower.jpg",Organic Cauliflower,Cauliflower is similar to broccoli in both nutritional value and appearance: they are both members of the cancer-preventing cruciferous group of veggies. Try sautéing your organic cauliflower (rather then conventional methods of steaming or boiling) to maintain its crisp texture and fresh flavour. Have your organic cauliflower delivered straight to your door to make your life simple and healthy. Check out our delivery page for more information about Spud.ca’s online grocery delivery services.,organic-cauliflower-200000024,,,,Organic Cauliflower,Cauliflower is similar to broccoli in both nutritional value and appearance: they are both members of the cancer-preventing cruciferous group of veggies. Try sautéing your organic cauliflower (rather then conventional methods of steaming or boiling) to maintain its crisp texture and fresh flavour. Have your organic cauliflower delivered straight to your door to make your life simple and healthy. Check out our delivery page for more information about Spud.ca’s online grocery delivery services.,organic-cauliflower-200000024,,,,Organic Cauliflower,Cauliflower is similar to broccoli in both nutritional value and appearance: they are both members of the cancer-preventing cruciferous group of veggies. Try sautéing your organic cauliflower (rather then conventional methods of steaming or boiling) to maintain its crisp texture and fresh flavour. Have your organic cauliflower delivered straight to your door to make your life simple and healthy. Check out our delivery page for more information about Spud.ca’s online grocery delivery services.,organic-cauliflower-200000024,,,,,,,,24,,,,,,,,,,,Black,multi,,multi,,,,,
main,1,200000025,USD 4490,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/-105912002_Chard_Rainbow.jpg","Organic Chard, Swiss","Chard is the green part of a certain variety of beet. Remove the leaf from the stock and add to stir fries, stews or steam and eat on its own with a squeeze of lemon. Chard is high in vitamins C and A and magnesium, iron and potassium.",organic-chard-swiss-200000025,,,,"Organic Chard, Swiss","Chard is the green part of a certain variety of beet. Remove the leaf from the stock and add to stir fries, stews or steam and eat on its own with a squeeze of lemon. Chard is high in vitamins C and A and magnesium, iron and potassium.",organic-chard-swiss-200000025,,,,"Organic Chard, Swiss","Chard is the green part of a certain variety of beet. Remove the leaf from the stock and add to stir fries, stews or steam and eat on its own with a squeeze of lemon. Chard is high in vitamins C and A and magnesium, iron and potassium.",organic-chard-swiss-200000025,,,,,,,,25,,,,,,,,,,,Black,multi,,multi,,,,,
main,1,200000026,USD 2490,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/-100912245_Cilantro.jpg",Organic Cilantro,"Looking for a mild, peppery addition to your meal? Try our locally grown, organic cilantro. With its pungent sage-citrus essence, cilantro is a delicious additive to any dish. It “lifts” the taste of the other portions of the meal, and provides a fresh, earthy, clean zest that perks up your taste buds. Often used in Mexican, Indian and Chinese cooking, try using it in your cooking with grilled organic free-range chicken breast. You won’t be disappointed. Our sustainable food delivery services are a great alternative after a hard day at work. Have your organic cilantro delivered to your door today!",organic-cilantro-200000026,,,,Organic Cilantro,"Looking for a mild, peppery addition to your meal? Try our locally grown, organic cilantro. With its pungent sage-citrus essence, cilantro is a delicious additive to any dish. It “lifts” the taste of the other portions of the meal, and provides a fresh, earthy, clean zest that perks up your taste buds. Often used in Mexican, Indian and Chinese cooking, try using it in your cooking with grilled organic free-range chicken breast. You won’t be disappointed. Our sustainable food delivery services are a great alternative after a hard day at work. Have your organic cilantro delivered to your door today!",organic-cilantro-200000026,,,,Organic Cilantro,"Looking for a mild, peppery addition to your meal? Try our locally grown, organic cilantro. With its pungent sage-citrus essence, cilantro is a delicious additive to any dish. It “lifts” the taste of the other portions of the meal, and provides a fresh, earthy, clean zest that perks up your taste buds. Often used in Mexican, Indian and Chinese cooking, try using it in your cooking with grilled organic free-range chicken breast. You won’t be disappointed. Our sustainable food delivery services are a great alternative after a hard day at work. Have your organic cilantro delivered to your door today!",organic-cilantro-200000026,,,,,,,,26,,,,,,,,,,,Black,multi,,multi,,,,,
main,1,200000027,USD 44990,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/-1120912604_Cucumbers_Long_English_CASE_new.jpg","Organic Cucumbers, Case","Due to their high water content and subtle flavor cucumbers are usually eaten raw. When cutting a cucumber start at the pointed flower end to prevent a bitter taste. Cut or uncut, cucumbers should always be stored in plastic bags in the fridge.",organic-cucumbers-case-200000027,,,,"Organic Cucumbers, Case","Due to their high water content and subtle flavor cucumbers are usually eaten raw. When cutting a cucumber start at the pointed flower end to prevent a bitter taste. Cut or uncut, cucumbers should always be stored in plastic bags in the fridge.",organic-cucumbers-case-200000027,,,,"Organic Cucumbers, Case","Due to their high water content and subtle flavor cucumbers are usually eaten raw. When cutting a cucumber start at the pointed flower end to prevent a bitter taste. Cut or uncut, cucumbers should always be stored in plastic bags in the fridge.",organic-cucumbers-case-200000027,,,,,,,,27,,,,,,,,,,,Black,multi,,multi,,,,,
main,1,200000028,USD 3990,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/-332912604_long_english_cucumber.jpg","Organic Cucumbers, Long English","Organic Long English cucumbers are necessary for a healthy, balanced diet because of their high Vitamin C, water, and fiber contents. Cucumbers also contain numerous compounds, such as silica, that keep skin looking radiant and youthful. Here at Spud.ca, our produce team ensures that our organic Long English cucumbers arrive at your door as if they were taken straight from the farm.",organic-cucumbers-long-english-200000028,,,,"Organic Cucumbers, Long English","Organic Long English cucumbers are necessary for a healthy, balanced diet because of their high Vitamin C, water, and fiber contents. Cucumbers also contain numerous compounds, such as silica, that keep skin looking radiant and youthful. Here at Spud.ca, our produce team ensures that our organic Long English cucumbers arrive at your door as if they were taken straight from the farm.",organic-cucumbers-long-english-200000028,,,,"Organic Cucumbers, Long English","Organic Long English cucumbers are necessary for a healthy, balanced diet because of their high Vitamin C, water, and fiber contents. Cucumbers also contain numerous compounds, such as silica, that keep skin looking radiant and youthful. Here at Spud.ca, our produce team ensures that our organic Long English cucumbers arrive at your door as if they were taken straight from the farm.",organic-cucumbers-long-english-200000028,,,,,,,,28,,,,,,,,,,,Black,multi,,multi,,,,,
main,1,200000029,USD 2990,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/-100913442_Garlic.jpg","Organic Garlic, White",Garlic contains allin which has natural antibiotic and bactericidal effects. Garlic can be mild or hot,organic-garlic-white-200000029,,,,"Organic Garlic, White",Garlic contains allin which has natural antibiotic and bactericidal effects. Garlic can be mild or hot,organic-garlic-white-200000029,,,,"Organic Garlic, White",Garlic contains allin which has natural antibiotic and bactericidal effects. Garlic can be mild or hot,organic-garlic-white-200000029,,,,,,,,29,,,,,,,,,,,Black,multi,,multi,,,,,
main,1,200000030,USD 1990,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/-100913543_ginger.jpg",Organic Ginger,"This tropical tuber is a fabulous addition to stir fry, curry or grated into herbal tea. Store ginger dry in the fridge, or tightly wraped in the freezer it will last for up to 3 months.",organic-ginger-200000030,,,,Organic Ginger,"This tropical tuber is a fabulous addition to stir fry, curry or grated into herbal tea. Store ginger dry in the fridge, or tightly wraped in the freezer it will last for up to 3 months.",organic-ginger-200000030,,,,Organic Ginger,"This tropical tuber is a fabulous addition to stir fry, curry or grated into herbal tea. Store ginger dry in the fridge, or tightly wraped in the freezer it will last for up to 3 months.",organic-ginger-200000030,,,,,,,,30,,,,,,,,,,,,,,,,,,,
main,1,200000031,USD 2290,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/100913731_grapefruit.jpg",Organic Grapefruit,The pectin contained in this subtropical evergreen has been shown to help lower LDL (bad) cholesterol. Store grapefruit at room temperature for up to a week and for prolonged storage keep grapefruit in the fridge.,organic-grapefruit-200000031,,,,Organic Grapefruit,The pectin contained in this subtropical evergreen has been shown to help lower LDL (bad) cholesterol. Store grapefruit at room temperature for up to a week and for prolonged storage keep grapefruit in the fridge.,organic-grapefruit-200000031,,,,Organic Grapefruit,The pectin contained in this subtropical evergreen has been shown to help lower LDL (bad) cholesterol. Store grapefruit at room temperature for up to a week and for prolonged storage keep grapefruit in the fridge.,organic-grapefruit-200000031,,,,,,,,31,,,,,,,,,,,,,,,,,,,
main,1,200000032,USD 3290,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/-757913945_Dill.jpg","Local Organic Herbs, Baby Dill","28gr clamshell Dill weed is used to flavor many dishes such as salads, vegetables, meats and sauces. Fresh dill loses its fragrance during heating, so should be added toward the end of the cooking time.",local-organic-herbs-baby-dill-200000032,,,,"Local Organic Herbs, Baby Dill","28gr clamshell Dill weed is used to flavor many dishes such as salads, vegetables, meats and sauces. Fresh dill loses its fragrance during heating, so should be added toward the end of the cooking time.",local-organic-herbs-baby-dill-200000032,,,,"Local Organic Herbs, Baby Dill","28gr clamshell Dill weed is used to flavor many dishes such as salads, vegetables, meats and sauces. Fresh dill loses its fragrance during heating, so should be added toward the end of the cooking time.",local-organic-herbs-baby-dill-200000032,,,,,,,,32,,,,,,,,,,,,,,,,,,,
main,1,200000033,USD 3290,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/-100910845_Basil_v2.jpg","Organic Herbs, Basil","Enjoy the fresh fragrant taste of organic basil! With the emerald-green, round leaves, basil is often reminiscent of peppermint. However it has a strong, pungent, sweet and earthy smell that is much different than peppermint. Have it delivered straight to your door for simple healthy living along with your other organic produce deliveries.",organic-herbs-basil-200000033,,,,"Organic Herbs, Basil","Enjoy the fresh fragrant taste of organic basil! With the emerald-green, round leaves, basil is often reminiscent of peppermint. However it has a strong, pungent, sweet and earthy smell that is much different than peppermint. Have it delivered straight to your door for simple healthy living along with your other organic produce deliveries.",organic-herbs-basil-200000033,,,,"Organic Herbs, Basil","Enjoy the fresh fragrant taste of organic basil! With the emerald-green, round leaves, basil is often reminiscent of peppermint. However it has a strong, pungent, sweet and earthy smell that is much different than peppermint. Have it delivered straight to your door for simple healthy living along with your other organic produce deliveries.",organic-herbs-basil-200000033,,,,,,,,33,,,,,,,,,,,,,,,,,,,
main,1,200000034,USD 3290,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/-753913945_Herb_Mint.jpg","Local Organic Herbs, Mint","There are over 30 species of mint, the two most popular and widely available being peppermint and spearmint. Peppermint has bright green leaves, purple-tinged stems and a peppery flavor. Spearmint leaves are gray-green or true green and have a milder flavor and fragrance. Mint can be used as a tea, added to boiled potatoes, your fruit or veggy salad, fresh juices, or favourite recipes.",local-organic-herbs-mint-200000034,,,,"Local Organic Herbs, Mint","There are over 30 species of mint, the two most popular and widely available being peppermint and spearmint. Peppermint has bright green leaves, purple-tinged stems and a peppery flavor. Spearmint leaves are gray-green or true green and have a milder flavor and fragrance. Mint can be used as a tea, added to boiled potatoes, your fruit or veggy salad, fresh juices, or favourite recipes.",local-organic-herbs-mint-200000034,,,,"Local Organic Herbs, Mint","There are over 30 species of mint, the two most popular and widely available being peppermint and spearmint. Peppermint has bright green leaves, purple-tinged stems and a peppery flavor. Spearmint leaves are gray-green or true green and have a milder flavor and fragrance. Mint can be used as a tea, added to boiled potatoes, your fruit or veggy salad, fresh juices, or favourite recipes.",local-organic-herbs-mint-200000034,,,,,,,,34,,,,,,,,,,,,,,,,,,,
main,1,200000035,USD 3290,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/-100917445_Rosemary.jpg","Organic Herbs, Rosemary",Rosemary has highly aromatic needle-shaped leaves with a flavour that hints of both lemon and pine.,organic-herbs-rosemary-200000035,,,,"Organic Herbs, Rosemary",Rosemary has highly aromatic needle-shaped leaves with a flavour that hints of both lemon and pine.,organic-herbs-rosemary-200000035,,,,"Organic Herbs, Rosemary",Rosemary has highly aromatic needle-shaped leaves with a flavour that hints of both lemon and pine.,organic-herbs-rosemary-200000035,,,,,,,,35,,,,,,,,,,,,,,,,,,,
main,1,200000036,USD 3290,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/-818913945_Herb_thyme.jpg","Local Organic Herbs, Thyme","Thyme has a delightful lemon aroma and can be sweet to pungent. Fresh thyme has the most flavor and can be used whole as the stem will lend flavor to a sauce after simmering. Thyme is native to European countries with warm climates, but is grown in nearly every country of the world",local-organic-herbs-thyme-200000036,,,,"Local Organic Herbs, Thyme","Thyme has a delightful lemon aroma and can be sweet to pungent. Fresh thyme has the most flavor and can be used whole as the stem will lend flavor to a sauce after simmering. Thyme is native to European countries with warm climates, but is grown in nearly every country of the world",local-organic-herbs-thyme-200000036,,,,"Local Organic Herbs, Thyme","Thyme has a delightful lemon aroma and can be sweet to pungent. Fresh thyme has the most flavor and can be used whole as the stem will lend flavor to a sauce after simmering. Thyme is native to European countries with warm climates, but is grown in nearly every country of the world",local-organic-herbs-thyme-200000036,,,,,,,,36,,,,,,,,,,,,,,,,,,,
main,1,200000037,USD 2290,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/-717914005_green_kale.jpg","Organic Kale, Green","Organic green kale is a form of cabbage that is loaded with nutritional value. Filled with manganese, fibre, calcium, and Vitamins K, A, and C, kale has been thought to be one of the most nutritious veggies out there. Try steaming it (rather than eating it raw) to release all of its natural goodness. Have your organic green kale delivered straight to your home for a quick way to prepare a nutritious meal. Take a look at our delivery page for more information about organic produce delivery times and routes along Vancouver Island.",organic-kale-green-200000037,,,,"Organic Kale, Green","Organic green kale is a form of cabbage that is loaded with nutritional value. Filled with manganese, fibre, calcium, and Vitamins K, A, and C, kale has been thought to be one of the most nutritious veggies out there. Try steaming it (rather than eating it raw) to release all of its natural goodness. Have your organic green kale delivered straight to your home for a quick way to prepare a nutritious meal. Take a look at our delivery page for more information about organic produce delivery times and routes along Vancouver Island.",organic-kale-green-200000037,,,,"Organic Kale, Green","Organic green kale is a form of cabbage that is loaded with nutritional value. Filled with manganese, fibre, calcium, and Vitamins K, A, and C, kale has been thought to be one of the most nutritious veggies out there. Try steaming it (rather than eating it raw) to release all of its natural goodness. Have your organic green kale delivered straight to your home for a quick way to prepare a nutritious meal. Take a look at our delivery page for more information about organic produce delivery times and routes along Vancouver Island.",organic-kale-green-200000037,,,,,,,,37,,,,,,,,,,,,,,,,,,,
main,1,200000038,USD 6990,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/100914101_kiwis.jpg","Organic Kiwis, Local - Van is/ CA","Fresh, sweet and tangy, kiwi's are packed with Vitamin C. The easiest way to eat a kiwifruit is to simply cut it in half, and scoop out the flesh with a spoon. Tip: The kiwi is also a natural meat tenderizer and cooks have used it in savoury and sweet recipes. Cut a kiwi in half or mash the flesh, rub it over meat, and leave to stand for at least 15-30 minutes.",organic-kiwis-local-van-is-ca-200000038,,,,"Organic Kiwis, Local - Van is/ CA","Fresh, sweet and tangy, kiwi's are packed with Vitamin C. The easiest way to eat a kiwifruit is to simply cut it in half, and scoop out the flesh with a spoon. Tip: The kiwi is also a natural meat tenderizer and cooks have used it in savoury and sweet recipes. Cut a kiwi in half or mash the flesh, rub it over meat, and leave to stand for at least 15-30 minutes.",organic-kiwis-local-van-is-ca-200000038,,,,"Organic Kiwis, Local - Van is/ CA","Fresh, sweet and tangy, kiwi's are packed with Vitamin C. The easiest way to eat a kiwifruit is to simply cut it in half, and scoop out the flesh with a spoon. Tip: The kiwi is also a natural meat tenderizer and cooks have used it in savoury and sweet recipes. Cut a kiwi in half or mash the flesh, rub it over meat, and leave to stand for at least 15-30 minutes.",organic-kiwis-local-van-is-ca-200000038,,,,,,,,38,,,,,,,,,,,,,,,,,,,
main,1,200000039,USD 4990,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/-100914303_leeks.jpg",Organic Leek,"Similar to both garlic and onions, our locally grown organic leeks have a mild, subtle flavour and fragrance. With their deep-green, flat, leafy tops and crunchy white stalks, leeks are similar to giant scallions in appearance. They can be enjoyed in a homemade soup or scattered atop a warm omellette. Have your organic leeks delivered straight to your door, making your life simple and healthy. Got any questions about SPUD.ca’s organic grocery deliveries? Our delivery page is filled with answers!",organic-leek-200000039,,,,Organic Leek,"Similar to both garlic and onions, our locally grown organic leeks have a mild, subtle flavour and fragrance. With their deep-green, flat, leafy tops and crunchy white stalks, leeks are similar to giant scallions in appearance. They can be enjoyed in a homemade soup or scattered atop a warm omellette. Have your organic leeks delivered straight to your door, making your life simple and healthy. Got any questions about SPUD.ca’s organic grocery deliveries? Our delivery page is filled with answers!",organic-leek-200000039,,,,Organic Leek,"Similar to both garlic and onions, our locally grown organic leeks have a mild, subtle flavour and fragrance. With their deep-green, flat, leafy tops and crunchy white stalks, leeks are similar to giant scallions in appearance. They can be enjoyed in a homemade soup or scattered atop a warm omellette. Have your organic leeks delivered straight to your door, making your life simple and healthy. Got any questions about SPUD.ca’s organic grocery deliveries? Our delivery page is filled with answers!",organic-leek-200000039,,,,,,,,39,,,,,,,,,,,,,,,,,,,
main,1,200000040,USD 1990,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/100914431_lemons.jpg",Organic Lemons,"Add flavour to your meals with fresh organic lemons. The citrus taste and clean juicy texture gives your food that extra punch. Adding fresh lemon to cooked vegetables not only enhances the flavour, but it also increases iron absorption in your body. Have your organic lemons delivered straight to your home for simple healthy living. For more information about organic produce delivery, have a look at our delivery page.",organic-lemons-200000040,,,,Organic Lemons,"Add flavour to your meals with fresh organic lemons. The citrus taste and clean juicy texture gives your food that extra punch. Adding fresh lemon to cooked vegetables not only enhances the flavour, but it also increases iron absorption in your body. Have your organic lemons delivered straight to your home for simple healthy living. For more information about organic produce delivery, have a look at our delivery page.",organic-lemons-200000040,,,,Organic Lemons,"Add flavour to your meals with fresh organic lemons. The citrus taste and clean juicy texture gives your food that extra punch. Adding fresh lemon to cooked vegetables not only enhances the flavour, but it also increases iron absorption in your body. Have your organic lemons delivered straight to your home for simple healthy living. For more information about organic produce delivery, have a look at our delivery page.",organic-lemons-200000040,,,,,,,,40,,,,,,,,,,,,,,,,,,,
main,1,200000041,USD 6990,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/205914431.jpg","Organic Lemons, Bagged","Adding fresh lemon to cooked vegetables enhances flavor and increases iron absorbtion. Lemons should be stored in the fridge, but brought out to sit at room temperature before using to increase juice content.",organic-lemons-bagged-200000041,,,,"Organic Lemons, Bagged","Adding fresh lemon to cooked vegetables enhances flavor and increases iron absorbtion. Lemons should be stored in the fridge, but brought out to sit at room temperature before using to increase juice content.",organic-lemons-bagged-200000041,,,,"Organic Lemons, Bagged","Adding fresh lemon to cooked vegetables enhances flavor and increases iron absorbtion. Lemons should be stored in the fridge, but brought out to sit at room temperature before using to increase juice content.",organic-lemons-bagged-200000041,,,,,,,,41,,,,,,,,,,,,,,,,,,,
main,1,200000042,USD 4990,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/-213914555_green_leaf_lettuce.jpg","Organic Lettuce, Leaf",Any of several varieties of lettuce with leaves that branch from a single stalk in a loose bunch rather than forming a tight head.,organic-lettuce-leaf-200000042,,,,"Organic Lettuce, Leaf",Any of several varieties of lettuce with leaves that branch from a single stalk in a loose bunch rather than forming a tight head.,organic-lettuce-leaf-200000042,,,,"Organic Lettuce, Leaf",Any of several varieties of lettuce with leaves that branch from a single stalk in a loose bunch rather than forming a tight head.,organic-lettuce-leaf-200000042,,,,,,,,42,,,,,,,,,,,,,,,,,,,
main,1,200000043,USD 3490,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/-120914555_Lettuce_romaine.jpg","Organic Lettuce, Romaine","Make your meal heart-healthy with organic romaine lettuce. The crisp, crunchy leaves are filled with beta-carotene and Vitamins K, A, and C… all great for giving your heart a smile. Here at Spud.ca, our produce team promises that your organic romaine lettuce arrives succulent and fresh upon delivery. If it’s not perfect, we’ll refund you, no questions asked",organic-lettuce-romaine-200000043,,,,"Organic Lettuce, Romaine","Make your meal heart-healthy with organic romaine lettuce. The crisp, crunchy leaves are filled with beta-carotene and Vitamins K, A, and C… all great for giving your heart a smile. Here at Spud.ca, our produce team promises that your organic romaine lettuce arrives succulent and fresh upon delivery. If it’s not perfect, we’ll refund you, no questions asked",organic-lettuce-romaine-200000043,,,,"Organic Lettuce, Romaine","Make your meal heart-healthy with organic romaine lettuce. The crisp, crunchy leaves are filled with beta-carotene and Vitamins K, A, and C… all great for giving your heart a smile. Here at Spud.ca, our produce team promises that your organic romaine lettuce arrives succulent and fresh upon delivery. If it’s not perfect, we’ll refund you, no questions asked",organic-lettuce-romaine-200000043,,,,,,,,43,,,,,,,,,,,,,,,,,,,
main,1,200000044,USD 1990,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/100914631_limes.jpg",Organic Limes,"Add flavour to your meals with fresh organic limes. The citrus taste and clean juicy texture gives your food that extra punch. Adding fresh lime to cooked vegetables not only enhances the flavour, but it also increases iron absorption in your body. Have your organic limes delivered straight to your home for simple, delicious, healthy living",organic-limes-200000044,,,,Organic Limes,"Add flavour to your meals with fresh organic limes. The citrus taste and clean juicy texture gives your food that extra punch. Adding fresh lime to cooked vegetables not only enhances the flavour, but it also increases iron absorption in your body. Have your organic limes delivered straight to your home for simple, delicious, healthy living",organic-limes-200000044,,,,Organic Limes,"Add flavour to your meals with fresh organic limes. The citrus taste and clean juicy texture gives your food that extra punch. Adding fresh lime to cooked vegetables not only enhances the flavour, but it also increases iron absorption in your body. Have your organic limes delivered straight to your home for simple, delicious, healthy living",organic-limes-200000044,,,,,,,,44,,,,,,,,,,,,,,,,,,,
main,1,200000045,USD 2000,standard,Shop>Groceries>Fresh,https://www.spud.ca/pictures/ProductPhotos/placeholder-s.png,"Organic Mangos, Case - Tommy Atkin",A case of Mangos.,organic-mangos-case-tommy-atkin-200000045,,,,"Organic Mangos, Case - Tommy Atkin",A case of Mangos.,organic-mangos-case-tommy-atkin-200000045,,,,"Organic Mangos, Case - Tommy Atkin",A case of Mangos.,organic-mangos-case-tommy-atkin-200000045,,,,,,,,45,,,,,,,,,,,,,,,,,,,
main,1,200000046,USD 3990,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/144914921_Tommy_Atkins.jpg","Organic Mangos, Tommy Atkins","It's no wonder the Tommy Atkins mango is one of the most popular. The meat has the sweetness of a peach, the colour of an apricot and just enough fibre to give it some chewiness. Have these juicy organic mangos delivered straight to your home, or have them sent to the office for some fresh healthy snacking everywhere you go! ",organic-mangos-tommy-atkins-200000046,,,,"Organic Mangos, Tommy Atkins","It's no wonder the Tommy Atkins mango is one of the most popular. The meat has the sweetness of a peach, the colour of an apricot and just enough fibre to give it some chewiness. Have these juicy organic mangos delivered straight to your home, or have them sent to the office for some fresh healthy snacking everywhere you go! ",organic-mangos-tommy-atkins-200000046,,,,"Organic Mangos, Tommy Atkins","It's no wonder the Tommy Atkins mango is one of the most popular. The meat has the sweetness of a peach, the colour of an apricot and just enough fibre to give it some chewiness. Have these juicy organic mangos delivered straight to your home, or have them sent to the office for some fresh healthy snacking everywhere you go! ",organic-mangos-tommy-atkins-200000046,,,,,,,,46,,,,,,,,,,,,,,,,,,,
main,1,200000047,USD 9990,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/-345915312_Oyster__mushroom.jpg","Local Organic Mushrooms, Oyster - BC Grown",Oyster mushrooms are a delicately flavoured fan shaped mushroom that grows on wood substrate.,local-organic-mushrooms-oyster-bc-grown-200000047,,,,"Local Organic Mushrooms, Oyster - BC Grown",Oyster mushrooms are a delicately flavoured fan shaped mushroom that grows on wood substrate.,local-organic-mushrooms-oyster-bc-grown-200000047,,,,"Local Organic Mushrooms, Oyster - BC Grown",Oyster mushrooms are a delicately flavoured fan shaped mushroom that grows on wood substrate.,local-organic-mushrooms-oyster-bc-grown-200000047,,,,,,,,47,,,,,,,,,,,,,,,,,,,
